lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
-12,-14,Michigan,Maryland,-11.5,,-10.57,,-15.25,-10.42,-10.017,-11.03,-10.492,-13.6,-13.9,-14.6,-8.7,-7.08,-13.55,-9,-8.015568,-16,-12.9,-9.88,-9.62,-12.36,-9.77,-10.83,-16,-10.5822,-10.5,,,-9.88,0,-10.5836931,-16.18,-3.76,-5.807700777,,-7.58,-12.3534,-9.297292143,,,,-20.325,-13,-3.517723812,-18.2,-10,-11.86,-9.486,-10.65,-6,,,-11.32904005,3.3901281324,-10.5836931,0.5463780219,0.2434364805,-13.5
6,6.5,Sam Houston St.,Middle Tenn.,1,,5.43,,8.8,0.01,-7.072,0.28,3.243,1.9,2.5,2.6,6.1,2.06,0.43,-6,9.094481,7.6,2.4,3.8,4.42,1.44,5.53,6.17,4,3.3199,4.67,,,1.94,0,8.37732553,11.54,0.99,5.0791257235,,5.33,3.7935,-0.473894479,,,,11.975,4.5,0.112146848,2.8,2,-0.37,-4.015,7.12,7,,,3.5839828783,4.0579154276,3.7935,0.4496253477,0.5862566147,6
-5,-4.5,Florida St.,NC St.,4,,-4.6,,-6.64,-0.46,-0.503,-6.47,-1.763,-11.3,-5.1,-4.9,-8.7,-0.49,-4,4.5,-6.497496,-3.3,-7,-2.52,-4.25,1.07,-5.63,-10.79,-10,-5.3297,-7.52,,,-4.93,0,-7.253437858,-12.98,-11.59,1.200235874,,-6.97,-2.2161,20.677053459,,,,-18.7,-8.8,1.3867269016,-0.7,-7,0.22,-6.899,-3.79,-3.5,,,-5.002602512,4.6955676679,-4.93,0.4913403841,0.3816710609,-4.5
-6.5,-6.5,Duke,North Carolina,-5,,-9.22,,-3.86,-11.64,-1.418,-5.51,-10.067,-6.2,-9.8,-10.5,-7.8,,-2.56,-1,-8.946268,-7.7,-5.3,-2.62,-3,-3.18,-2.43,-9.2,-10,-7.2884,-8.63,,,-4.33,0,-10.18021009,-1.77,-7.54,-1.380555805,,-7.26,-8.4499,-19.77137693,,,,-8.575,-7.8,-1.676691932,-11.2,-10,-1.33,-2.138,-2.48,-5.5,,,-6.126403524,3.3021689206,-6.73,0.5065050931,0.3533060802,-6.5
-6,-6.5,Western Mich.,Northern Ill.,-6,-2.85,-6.12,,-9.39,-4.33,-8.472,-4.82,-10.056,-3,-4,-4.3,-4.3,-8.06,-1.89,5,-5.405655,-6.7,-6.3,-5.51,-5.39,-5.78,-6.61,-10.96,-12,-3.2024,-9.27,,,-5.49,0,-4.407050415,-11.79,-9.12,-4.546009491,,-8.07,-3.4309,9.5651320902,,,,-7.05,-5.4,-1.807360058,-11.2,-9,-12.3,-7.357,-3.19,-2,,,-6.126675373,3.3684755219,-5.645,0.5064976233,0.3534165291,-6.5
4,3.5,Minnesota,Northwestern,3.5,,6.53,,8.74,-1.9,0.067,-0.05,5.753,0.5,1.3,1.5,4,3.32,0.95,-5.5,12.52893,2.6,3,2.55,3.3,-1.22,5.93,4.95,10,3.7745,5.81,,,4,0,10.127034069,4.12,0.49,5.837162608,,7.39,5.0531,23.392900963,,,,11.475,3.3,-0.083148006,2.1,-1,5.34,4.505,7.05,8,,,4.1210442738,3.7232695055,4,0.5107824944,0.5994011416,3.5
34.5,35.5,Syracuse,Notre Dame,28.5,,31.98,,42.38,28.79,19.228,28.32,25.788,35.4,32.2,33.3,34.4,18.47,32.95,22,40.91498,29,36.1,30.06,28.02,30.52,35.5,36.3,37,30.1143,36.44,,,32.14,0,38.166315099,42.44,30.72,34.181466928,,30.21,32.8353,26.53962189,,,,45.675,32.5,4.1688789436,34.7305,23,40.53,39.717,34.35,27,,,32.791560565,5.9495789637,32.8353,0.4540039797,0.9730469395,35.5
32,33.5,Massachusetts,Ohio,29,26.9,31.53,,36.51,35.89,25.616,29.55,32.626,35.2,35.5,37,33.1,19.64,32.5,26,38.25332,25.5,32.4,33.27,32.27,33.99,37.67,36.37,36,30.9591,36.03,,,31.75,0,37.400928398,35.41,32.91,32.052211566,,28.37,35.976,35.860968283,,,,27.55,31.9,13.735439782,22.379,24,36.17,41.689,32.48,26.5,,,32.295288999,4.664689738,32.563,0.4792455118,0.9741002361,33.5
33.5,31.5,Rutgers,Ohio St.,30,,27.74,,39.99,24.52,25.392,29.25,27.506,30.5,32,32.2,33.1,17.95,32.95,25,34.53798,25.5,33.1,29.98,27.14,30.95,36.44,31.62,33,28.3076,32.43,,,31.91,0,33.508613031,49.81,31.67,30.104883562,,25.51,34.1792,22.574681525,,,,39.525,31.2,14.222440974,26.1555,20,35.31,35.249,31.47,23.5,,,31.030917349,5.3715587086,31.47,0.4919686469,0.9674865932,31.5
9.5,7.5,Missouri,Oklahoma,13,,7.89,,11.13,3.5,9.63,5.42,6.592,7.5,8.1,7.8,7.4,5.97,5.96,-3.5,8.986061,7,6.7,6.68,6.02,7.45,6.96,6.31,5,3.6184,8.35,,,7.5,0,10.459673586,5.84,1.86,6.623046402,,6.59,12.7159,9.597779454,,,,2.395,7,2.1298072796,6.3,2,10.75,7.28,8.16,8.5,,,6.9600020766,2.9276486006,7,0.4905770028,0.6662284764,7.5
10,10,USC,Oregon,6.5,,5.59,,11.82,15.49,7.307,9.5,16.307,10.8,11.9,12,11.8,6.84,10.25,12,8.512341,6.6,8.7,11.38,11.22,12.07,11.88,8.74,10,6.0245,8.96,,,7.6,0,8.547909008,12.9,7.27,5.62315425,,7.16,13.6939,5.917762151,,,,10.65,8.6,9.4439571356,5.4915,5,9.11,10.046,8.8,7,,,9.6072642117,2.6932901294,9.11,0.4931377821,0.7238729441,10
10,9.5,Nebraska,Penn St.,0.01,,4.35,,12.1,13.93,0.63,5.68,0.822,10.2,10.2,11.5,7.4,2.96,12.23,13,12.05097,7.3,9.3,11.75,12.65,10.07,14.12,7.43,10,5.5084,9.45,,,9.94,0,6.998977792,0.26,1.98,6.188747605,,7.36,12.5502,19.815701021,,,,2.825,7.2,-2.441633508,-0.651,-4,6.62,7.889,10.87,6.5,,,7.7221101384,4.219988688,7.43,0.4692739088,0.6802459907,9.5
-17.5,-18,North Texas,Rice,-15.5,,-21.71,,-26.18,-20,-18.328,-16.5,-19.545,-15.9,-16.4,-16.2,-19.8,-10.57,-14.04,-7.5,-23.69601,-24,-18,-16.6,-18.14,-15.51,-18.9,-27.36,-21,-16.4594,-25.12,,,-13.82,0,-25.96217772,-17.9,-18.87,-15.47430253,,-17.74,-20.5096,-24.64161047,,,,-28.65,-20.8,-3.162100006,-25.9,-21,-18.86,-21.221,-15.04,-16,,,-18.96680744,4.5388506938,-18.328,0.4833233598,0.1261932868,-18
3.5,2.5,Louisville,SMU,5,,3.57,,9.1,5.89,5.012,1.49,2.27,3.2,4.8,5.1,2.4,3.1,2.01,8,5.514162,0.9,6.3,6.22,5.48,3.67,10.03,2.35,5,4.6337,4.66,,,8.9,0,5.709336948,4.33,4.83,7.367710743,,2.02,8.6645,-8.434655165,,,,0.125,3.7,0.1444681324,3.85,1,14.11,11.265,5.6,5,,,5.1582412741,2.8944381049,5,0.5462949776,0.6249273241,3
11.5,12,San Jose St.,San Diego St.,20.5,,18.55,,20.29,12.86,21.014,14.03,19.226,15.7,15.6,16.3,18.2,16.03,11.22,0.5,24.23216,17,16.1,16.15,16.23,16.22,17.68,21.55,19,12.5758,21.76,,,12.98,0,21.220137093,22.95,25.65,15.352780809,,17.41,13.0753,29.333976286,,,,19.75,15.9,3.0785168508,28.35,17,22.09,20.133,16.56,15.5,,,17.575363536,4.6804436879,17,0.595160445,0.8549931818,13
-1.5,-2,Southern Miss.,South Alabama,-6.5,,-4.14,,-3.4,7.97,-7.291,1.16,-9.941,5.5,4.1,5.3,-2,-6.36,6.68,11.5,-2.019676,-4.2,-1.4,-0.35,1.82,-1.12,-2.54,-3.99,-7,-1.2649,-3.33,,,-1.9,0,-2.107541061,-4.54,-1.65,-3.598735824,,-4.72,3.8218,-21.46177669,,,,-2.2,-0.2,-2.360088546,-8.4,-9,-10.29,-3.367,2.51,0.01,,,-1.524565459,4.8292794074,-2.019676,0.5081818792,0.4635281568,-2
23,24,Coastal Carolina,South Carolina,7.5,,19.18,,26.73,23.45,18.63,23.04,19.274,34.6,31.7,33,28.3,8.53,26.96,14,17.07502,23.5,25.3,23.33,25.43,19.03,29,28.51,22,22.3386,25.2,,,21.96,0,26.632496517,8.11,21.87,16.574038999,,19.74,22.8278,32.960593298,,,,36.525,26.5,2.747339598,17.15,4,22.9,23.513,18.77,19,,,22.504614244,6.5385671448,22.9,0.4747337125,0.9042906662,24
-3,-3,California,Stanford,-3,,0.91,,0.74,-0.62,-1.882,-2.33,1.821,-6,-4.3,-5.4,0.2,-2.31,-4.56,-5,2.268555,-3.5,-2.4,0.39,1.1,0.09,-0.54,1.94,-3,0.4377,1.51,,,-3.99,0,2.7895259885,-6.8,-8.29,2.572591357,,0.91,-3.4135,-3.322519768,,,,2.5,-0.2,-1.1277437,-6.6675,-9,-3.72,-0.87,0.19,3,,,-1.421118658,3.0405048783,-0.62,0.52751455,0.4651015941,-3
-8.5,-8,Tulane,Temple,-8,,-7.24,,-6.43,-11.92,-12.953,-9.06,-8.821,-12.3,-12.3,-12.7,-6.2,-9.66,-10.95,-12.5,-3.844536,-12.3,-10,-7.77,-7.17,-12.03,-5.71,-5.64,-10,-4.2236,-5.09,,,-8.48,0,-5.866180626,0.33,-8.1,-5.326585331,,-4.93,-11.9028,-5.009126041,,,,-10.375,-6.9,-2.257139253,-15.05,-5,-8.56,-7.711,-7.9,-2.5,,,-8.412402614,3.3229825389,-8.1,0.4928202236,0.3026728036,-8
10,9.5,Arkansas,Texas,19,,9.55,,8.6,14.76,16.257,12.76,19.267,13.9,14.4,14,8.7,12.49,13.27,14,10.79743,13.9,8.2,13.29,11.02,19.01,10.18,8.94,7,10.9905,9.81,,,10.04,0,10.459397742,15.56,3.5,10.02723643,,8.64,9.2831,17.800539404,,,,14.945,11.6,5.3386619656,23.1,7,15.33,9.891,11.89,8,,,12.214299081,3.8595625132,11.6,0.5469759094,0.7718226225,9.5
18.5,17.5,Louisiana-Monroe,Texas St.,17,,16.97,,24.61,17.91,6.218,18.21,15.981,17.1,19.2,19.4,20.9,13.8,19,17,24.33428,15,22.7,21.07,21.75,18.78,25.45,22.96,22,18.5989,23.19,,,17.59,0,24.55952071,16.23,19.22,19.535442243,,16.73,24.2811,17.261328438,,,,17.9,19.6,1.7162726816,15.75,12,24.94,23.499,19.06,17.5,,,19.372493409,3.7865662622,19.06,0.5324634194,0.8815196473,17.5
-3,-2.5,East Carolina,Texas-San Antonio,-3,,-6.23,,-3.36,1.45,-6.824,-4.5,-2.184,-3.9,-3.8,-3.6,-7.3,-4.94,-2.3,-1.5,-6.02816,-2,-3.7,-1.04,-1.91,-1.3,-0.52,-7.9,-7,-3.2348,-5.86,,,-4.13,0,-5.242469291,-12.99,-9.18,-4.663413667,,-7.26,-2.4572,0.159064358,,,,11.3,-4.3,-1.868823924,-9.45,-8,-5.78,-4.026,-1.89,-2,,,-3.962821614,3.755105102,-3.9,0.4746224435,0.4043814263,-2.5
26,27.5,Ball St.,Toledo,14.5,,22.61,,34.44,32.2,15.524,22.67,19.148,26.7,27,28.2,27.1,15.64,24.72,19.5,30.25178,24,28.5,26.07,27.74,21.92,32.41,30.49,36,24.7643,30.17,,,25.8,0,29.702533685,31.63,33.55,20.96940376,,24.69,28.5781,46.725608735,,,,31.725,29.1,1.6211100952,24.5,17,23.63,26.416,23.12,21,,,26.068695319,5.2006663532,26.416,0.4754669984,0.9400267435,27.5
12.5,11,Georgia St.,Troy St.,20,,14.67,,10.38,16.17,14.388,13.29,23.112,8.1,10.4,9.9,14.8,19.44,13.37,6.5,16.3474,12.5,13.5,16.45,14.22,18.96,17.99,15.07,13,11.7045,15.55,,,12.74,0,17.214879217,20.05,12.66,16.28874566,,13.16,6.8806,17.969957441,,,,17.1,14.7,14.072812491,18.2,14,17.83,12.862,12.13,13,,,14.477644228,3.6275977412,14.388,0.5601957963,0.8121246712,12
-21,-21.5,South Florida,UAB,-17.5,,-23.23,,-25.86,-27,-18.531,-18.01,-21.628,-23.3,-23.5,-25,-26.7,-11.69,-16.86,-6.5,-24.32436,-25,-20.6,-20.45,-20.33,-19.18,-25.39,-28.07,-29,-22.1857,-26.47,,,-21.12,0,-27.12992336,-24.46,-22.07,-20.06608706,,-23.2,-16.7998,-21.49900129,,,,-26.875,-24.5,-3.187854172,-27.188,-20,-23.3,-24.666,-14.72,-17,,,-22.03599668,4.7396840395,-23.23,0.4907687,0.0925364762,-21.5
-10,-10.5,Washington,UCLA,-8,,-11.88,,-15.16,-11.31,-4.237,-12.5,-7.858,-10.5,-10.7,-11.1,-12.1,-8.13,-9.47,-2.5,-11.73278,-13.5,-12.1,-10.04,-9.71,-9.7,-12.68,-17.31,-15,-8.9869,-15.29,,,-12.22,0,-13.42861103,-30.95,-18.25,-6.659512162,,-12.38,-11.5783,-17.11197336,,,,-14.65,-12.2,-2.421436437,-17.85,-18,-9.86,-7.833,-7.55,-8,,,-11.66420777,4.6411590275,-11.5783,0.4799385971,0.2411250526,-10.5
