lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
6,4.5,Wyoming,Air Force,2,4.36,0.23,4,0.69,11.93,2.24,0.45,-7.131,3.1,2.1,2.5,2.7,-3.98,3.72,1,0.7811737,2.9,4.7,3.26,3.74,-0.37,6.78,-0.28,2,2.0598,3.85,,,3.21,0,-0.37,4.31,1.87714427,,1.15,4.2545,,,,,6.3,4.9,,,-0.7,-2,-1.45,1.786,3.78,-7.1,,,1.9814773838,3.3956971766,2.1,0.4562594817,0.5483918855,4.5
8.5,8,Tennessee,Alabama,14,11.35,11.5,8,12.99,9.14,9.046,9.3,9.079,10.8,11,11.7,10.8,6.26,7.97,-2,6.884253,8.7,9.8,11.6,10.74,10.04,15.62,12.59,16,6.2547,8.2,,,9.72,0,15.9,4.78,9.526871495,,7.79,11.2482,,,,,22.13,12.7,,,7.35,2,12.23,11.927,13.01,4.06,,,10.300923705,3.9240699311,10.74,0.539828837,0.7348650025,8
10.5,10,Coastal Carolina,Appalachian St.,8,9.14,4.52,10,8.79,2.44,5.843,6.83,0.298,7.9,8,8.5,7,2.08,6.81,2.5,10.92223,6.8,9.8,6.93,6.94,5.58,8.99,6.01,5,5.5389,8.8,,,5.97,0,13.81,3.81,-1.248541903,,3.77,7.8602,,,,,17.425,6.6,,,5.6,7,6.29,3.915,7.67,-4.62,,,6.3285586692,3.7895475601,6.8,0.4365490772,0.6503695568,9
-10,-7.5,Texas Tech,Arizona St.,-11,-12.01,-19.08,-7.5,-23.22,-1.56,-0.913,-8.14,-21.565,3.8,0.4,3.3,-8,-10.55,-4.31,4.5,-22.73382,-10.5,-10.2,-6.36,-4.27,-5.82,-12.01,-20.84,-26,-7.2695,-6.84,,,-8.67,0,-13.8,-17.04,-18.83702304,,-10.23,-10.0458,,,,,-11.925,-14.8,,,-7.7,-22,-9.81,-13.582,-10.47,-8.96,,,-10.18105495,7.4082394813,-10.2,0.4552502237,0.2811965575,-7.5
-7.5,-7.5,Texas A&M,Arkansas,-16.5,-7.79,-10.53,-7.5,-11.89,-6.5,-10.136,-7.55,-25.754,-10.7,-10.7,-11.7,-11.4,-10.69,-4.96,-3.5,-9.953785,-5.3,-8.8,-7.71,-5.55,-13.04,-6.13,-12.35,-17,-5.3019,-6.46,,,-6.37,0,-10.07,-9.37,-9.120776893,,-9.77,-9.7834,,,,,-18.35,-9.2,,,-15.4,-11,-11.51,-10.61,-8.63,-10.51,,,-10.16897082,4.202059476,-9.953785,0.4539246068,0.2686261975,-8
2.5,-2,Missouri,Auburn,-3,2.68,0.65,-2,-1.81,-5.67,2.064,-3.37,-0.08,-0.6,0.6,-0.3,1,-2.33,-1.07,-4.5,-2.036215,-0.7,-2.4,2.75,3.33,2.28,2.34,-3.53,-7,-0.9109,-0.38,,,-0.13,0,-2.03,-3.56,1.380315533,,0.59,1.9814,,,,,-0.58,1.3,,,-0.7,-11,-1.9,-0.954,-1.16,3.13,,,-0.631420499,2.4282572115,-0.6,0.5239310068,0.4843786862,-2
-3,-3.5,Utah,BYU,8.5,-6.8,-3.54,-3,-6.83,2.96,5.036,2.24,0.124,-3.5,-5.1,-4.7,-2.3,2.36,-0.77,15.5,-6.366787,-2.2,-4.6,-0.19,-0.74,3.66,-5.59,-5.48,-10,0.1378,-2,,,-1.3,0,-2.67,-1.27,-0.686962133,,-0.42,-0.4487,,,,,-18.6,-3.8,,,3.85,-3,-0.67,-4.556,-3.19,4.68,,,-1.519760234,5.4396278573,-1.3,0.5338431198,0.4640457,-3.5
1.5,1,Akron,Ball St.,6,-0.48,10.56,1,-0.3,-1.14,4.691,4.19,9.552,0.2,1,0.6,6.8,5.47,4.21,3,4.536562,1.9,3.7,5.3,3.58,5.95,6.62,3.21,6,3.284,0.86,,,3.3,0,-2.04,1.47,8.6769014678,,5.22,4.0315,,,,,14.175,3,,,5.6,-1,6.11,4.326,10.79,10.57,,,4.4749477812,3.5562039932,4.21,0.5601785363,0.6079745132,1.5
10.5,13,UNLV,Boise St.,1,7.95,11.37,12.5,15,20.84,3.054,5.43,2.999,9.6,10.1,10,7.9,4.2,7.64,3.5,11.42866,7.8,12,9.97,11.85,6.13,12.76,13.76,13,5.6398,10.87,,,9.4,0,3.46,10.56,10.429083449,,11.25,2.5884,,,,,16.125,11.8,,,4.2,-1,5.08,6.207,12.9,2.51,,,8.7769472679,4.3915570017,9.6,0.4274493437,0.7022653868,12.5
2.5,1.5,Connecticut,Boston College,-6.5,-2.11,-8.6,1.5,-7.91,1.93,2.914,0.87,-14.116,14.2,7.5,9,-0.2,-11.52,6.26,-0.5,-15.16363,1.2,0.3,0.61,1.77,0.06,-0.86,-7.31,-8,-2.4129,-4.11,,,1.66,0,-9.63,-8.17,-3.176320364,,-5.4,-1.1096,,,,,-1.6,-0.2,,,-12.6,-15,-4.42,1.241,-1.24,-12.06,,,-2.54880642,6.409668201,-1.24,0.4317780107,0.4410229557,1
